2019-03-02 02:05:33,256 [I] 	(at main.py:29) 
2019-03-02 02:05:38,443 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,444 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:38,444 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:38,491 [D] ┌:P:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:38,491 [D] |:P:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:38,491 [D] └:P:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:38,491 [D]  : : :pass:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:38,491 [D]  : : :pass:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:38,501 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,502 [D] -:F:n:WD_1:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:38,512 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,512 [D] ┌:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:38,512 [D] └:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:38,558 [D] ┌:C:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:38,558 [D] |:C:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:38,558 [D] └:C:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:38,590 [D] -:C:c:WD_1:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:38,600 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,601 [D] ┌:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:38,601 [D] └:F:n:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:38,601 [D] ┌:C:c:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:38,601 [D] |:C:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:38,601 [D] └:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:38,611 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,611 [D] -:F:n:WD_1:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:38,647 [D] ┌:C:c:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:38,648 [D] └:C:c:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:38,690 [D] ┌:C:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:38,690 [D] |:C:n:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:38,690 [D] └:C:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:38,691 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:38,701 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,701 [D] -:F:n:WD_1:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:38,711 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,711 [D] ┌:F:n:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:38,711 [D] └:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:38,711 [D] ┌:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:38,711 [D] |:C:c:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:38,712 [D] └:C:c:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:38,757 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,757 [D] -:C:n:WD_1:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:38,768 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,769 [D] ┌:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:38,769 [D] └:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:38,778 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,779 [D] ┌:F:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:38,779 [D] |:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:38,779 [D] └:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:38,791 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,792 [D] -:F:n:WD_1:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:38,802 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,802 [D] ┌:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:38,803 [D] └:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:38,813 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,813 [D] ┌:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:38,813 [D] |:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:38,813 [D] └:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:39,167 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b'execute.sh: line 9: 30463 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 -4 0 > ./outputs/output0\nexecute.sh: line 15: 30465 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 4 0 > ./outputs/output1\nexecute.sh: line 21: 30467 Killed                  timeout --signal=KILL 0.1 ./mug.exe -4 4 0 > ./outputs/output2\n'	(at ex_script.py:45) 
2019-03-02 02:05:39,167 [D] -:C:n:WD_1:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:39,252 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,252 [D] ┌:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:39,252 [D] └:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:39,262 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,262 [D] ┌:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:39,263 [D] |:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:39,263 [D] └:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:39,276 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,276 [D] -:F:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:39,287 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,287 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:39,287 [D] └:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:39,318 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,318 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:39,319 [D] |:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:39,319 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:39,328 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,328 [D] -:F:n:WD_1:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:39,341 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,341 [D] ┌:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:39,341 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:39,352 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,352 [D] ┌:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:39,352 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:39,352 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:39,362 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,363 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:39,376 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,376 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:39,376 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:39,388 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,388 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:39,388 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:39,388 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:39,388 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:39,400 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,400 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:39,412 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,412 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:39,412 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:39,424 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,424 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:39,424 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:39,424 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:39,424 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:39,471 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,471 [D] -:C:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:39,711 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b'execute.sh: line 9: 30555 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 -4 0 > ./outputs/output0\nexecute.sh: line 15: 30557 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 4 0 > ./outputs/output1\n'	(at ex_script.py:45) 
2019-03-02 02:05:39,711 [D] ┌:C:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:39,712 [D] └:C:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:39,723 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:39,723 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:39,723 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:39,723 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:39,963 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b'execute.sh: line 9: 30575 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 -4 0 > ./outputs/output0\nexecute.sh: line 15: 30577 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 4 0 > ./outputs/output1\n'	(at ex_script.py:45) 
2019-03-02 02:05:39,963 [D] -:C:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:40,043 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,044 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:40,045 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,108 [D] ┌:C:c:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:40,108 [D] |:C:c:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,108 [D] └:C:c:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:40,119 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,119 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,152 [D] ┌:P:c:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,152 [D] └:P:c:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:40,152 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:40,153 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:40,153 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:40,153 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:40,162 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,163 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:40,174 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,175 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:40,175 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,185 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,185 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:40,186 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,186 [D] └:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,231 [D] -:C:n:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,276 [D] ┌:C:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,276 [D] └:C:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,289 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,289 [D] ┌:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,289 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,289 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,289 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:40,289 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:40,331 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,331 [D] -:C:n:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,343 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,343 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,343 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,354 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,354 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,354 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,355 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,355 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:40,355 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:40,364 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,364 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,377 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,377 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,377 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,389 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,389 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,389 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,389 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,399 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,400 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,410 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,411 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,411 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,423 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,424 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,424 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,424 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,436 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,436 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,446 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,447 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,447 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,459 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,460 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,460 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,460 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:40,473 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,473 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,486 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,486 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,487 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,487 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,487 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,497 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,497 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,498 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,498 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,498 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:40,498 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:40,498 [D] comp_cached_cnt:5	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] compile_cnt:86	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] execute_cnt:14	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] fail_del_cnt:16	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] reuse_cnt:7	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] succ_del_cnt:5	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] time:2.4898626804351807	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] deletion:37	(at logger.py:136) 
2019-03-02 02:05:40,499 [I] Iteration 2 finished	(at orbs.py:87) 
2019-03-02 02:05:40,500 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:40,500 [D]  : : :pass:mug.c:62	(at logger.py:129) 
2019-03-02 02:05:40,500 [D]  : : :pass:mug.c:61	(at logger.py:129) 
2019-03-02 02:05:40,500 [D]  : : :pass:mug.c:60	(at logger.py:129) 
2019-03-02 02:05:40,500 [D]  : : :pass:mug.c:59	(at logger.py:129) 
2019-03-02 02:05:40,501 [D]  : : :pass:mug.c:58	(at logger.py:129) 
2019-03-02 02:05:40,501 [D]  : : :pass:mug.c:57	(at logger.py:129) 
2019-03-02 02:05:40,501 [D]  : : :pass:mug.c:56	(at logger.py:129) 
2019-03-02 02:05:40,513 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,513 [D] -:F:n:WD_1:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:40,527 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,527 [D] ┌:F:n:WD_2:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:40,527 [D] └:F:n:WD_2:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:40,539 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,539 [D] ┌:F:n:WD_3:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:40,539 [D] |:F:n:WD_3:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:40,539 [D] └:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:40,585 [D] -:C:n:WD_1:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:40,596 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,597 [D] ┌:F:n:WD_2:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:40,597 [D] └:F:n:WD_2:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:40,609 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,609 [D] ┌:F:n:WD_3:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:40,609 [D] |:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:40,609 [D] └:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:40,621 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,621 [D] -:F:n:WD_1:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:40,633 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:40,633 [D] ┌:F:n:WD_2:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:40,634 [D] └:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:40,667 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
