2019-02-12 21:27:36,558 [I] 	(at main.py:29) 
2019-02-12 21:27:54,400 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,401 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:54,401 [D] └:F:n:WD_2:mbe.c:13	(at logger.py:129) 
2019-02-12 21:27:54,418 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,418 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:54,418 [D] |:F:n:WD_3:mbe.c:13	(at logger.py:129) 
2019-02-12 21:27:54,418 [D] └:F:n:WD_3:mbe.c:12	(at logger.py:129) 
2019-02-12 21:27:54,459 [D] -:P:c:WD_1:mbe.c:13	(at logger.py:129) 
2019-02-12 21:27:54,516 [D] -:P:n:WD_1:mbe.c:12	(at logger.py:129) 
2019-02-12 21:27:54,568 [D] -:P:n:WD_1:mbe.c:11	(at logger.py:129) 
2019-02-12 21:27:54,623 [D] -:P:n:WD_1:mbe.c:10	(at logger.py:129) 
2019-02-12 21:27:54,668 [D] -:P:c:WD_1:mbe.c:9	(at logger.py:129) 
2019-02-12 21:27:54,735 [D] -:P:n:WD_1:mbe.c:8	(at logger.py:129) 
2019-02-12 21:27:54,794 [D] -:P:n:WD_1:mbe.c:7	(at logger.py:129) 
2019-02-12 21:27:54,839 [D] -:P:c:WD_1:mbe.c:6	(at logger.py:129) 
2019-02-12 21:27:54,887 [D] -:P:n:WD_1:mbe.c:5	(at logger.py:129) 
2019-02-12 21:27:54,902 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,902 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:54,917 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,917 [D] ┌:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:54,917 [D] └:F:n:WD_2:mbe.c:3	(at logger.py:129) 
2019-02-12 21:27:54,930 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,931 [D] ┌:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:54,931 [D] |:F:n:WD_3:mbe.c:3	(at logger.py:129) 
2019-02-12 21:27:54,931 [D] └:F:n:WD_3:mbe.c:2	(at logger.py:129) 
2019-02-12 21:27:54,943 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,944 [D] -:F:n:WD_1:mbe.c:3	(at logger.py:129) 
2019-02-12 21:27:54,958 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,958 [D] ┌:F:n:WD_2:mbe.c:3	(at logger.py:129) 
2019-02-12 21:27:54,958 [D] └:F:n:WD_2:mbe.c:2	(at logger.py:129) 
2019-02-12 21:27:55,001 [D] ┌:P:c:WD_3:mbe.c:3	(at logger.py:129) 
2019-02-12 21:27:55,001 [D] |:P:c:WD_3:mbe.c:2	(at logger.py:129) 
2019-02-12 21:27:55,001 [D] └:P:c:WD_3:mbe.c:1	(at logger.py:129) 
2019-02-12 21:27:55,001 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:27:55,001 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:27:55,002 [D] comp_cached_cnt:0	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] compile_cnt:187	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] execute_cnt:32	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] fail_del_cnt:31	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] iter_idx:1	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] reuse_cnt:22	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] succ_del_cnt:23	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] time:18.29732394218445	(at logger.py:134) 
2019-02-12 21:27:55,002 [D] deletion:25	(at logger.py:136) 
2019-02-12 21:27:55,002 [I] Iteration 1 finished	(at orbs.py:87) 
2019-02-12 21:27:55,021 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,021 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:27:55,035 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,036 [D] ┌:F:n:WD_2:mbe.c:79	(at logger.py:129) 
2019-02-12 21:27:55,036 [D] └:F:n:WD_2:mbe.c:77	(at logger.py:129) 
2019-02-12 21:27:55,090 [D] ┌:P:n:WD_3:mbe.c:79	(at logger.py:129) 
2019-02-12 21:27:55,090 [D] |:P:n:WD_3:mbe.c:77	(at logger.py:129) 
2019-02-12 21:27:55,090 [D] └:P:n:WD_3:mbe.c:76	(at logger.py:129) 
2019-02-12 21:27:55,090 [D]  : : :pass:mbe.c:78	(at logger.py:129) 
2019-02-12 21:27:55,090 [D]  : : :pass:mbe.c:77	(at logger.py:129) 
2019-02-12 21:27:55,090 [D]  : : :pass:mbe.c:76	(at logger.py:129) 
2019-02-12 21:27:55,091 [D]  : : :pass:mbe.c:75	(at logger.py:129) 
2019-02-12 21:27:55,106 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,106 [D] -:F:n:WD_1:mbe.c:74	(at logger.py:129) 
2019-02-12 21:27:55,121 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,121 [D] ┌:F:n:WD_2:mbe.c:74	(at logger.py:129) 
2019-02-12 21:27:55,121 [D] └:F:n:WD_2:mbe.c:73	(at logger.py:129) 
2019-02-12 21:27:55,136 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,136 [D] ┌:F:n:WD_3:mbe.c:74	(at logger.py:129) 
2019-02-12 21:27:55,136 [D] |:F:n:WD_3:mbe.c:73	(at logger.py:129) 
2019-02-12 21:27:55,137 [D] └:F:n:WD_3:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,184 [D] -:C:n:WD_1:mbe.c:73	(at logger.py:129) 
2019-02-12 21:27:55,201 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,201 [D] ┌:F:n:WD_2:mbe.c:73	(at logger.py:129) 
2019-02-12 21:27:55,201 [D] └:F:n:WD_2:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,217 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,217 [D] ┌:F:n:WD_3:mbe.c:73	(at logger.py:129) 
2019-02-12 21:27:55,218 [D] |:F:n:WD_3:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,218 [D] └:F:n:WD_3:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,233 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,233 [D] -:F:n:WD_1:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,248 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,248 [D] ┌:F:n:WD_2:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,248 [D] └:F:n:WD_2:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,267 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,267 [D] ┌:F:n:WD_3:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,267 [D] |:F:n:WD_3:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,267 [D] └:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,286 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,286 [D] -:F:n:WD_1:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,306 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,307 [D] ┌:F:n:WD_2:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,307 [D] └:F:n:WD_2:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,323 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,323 [D] ┌:F:n:WD_3:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,323 [D] |:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,323 [D] └:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,323 [D]  : : :pass:mbe.c:70	(at logger.py:129) 
2019-02-12 21:27:55,338 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,338 [D] -:F:n:WD_1:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,354 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,354 [D] ┌:F:n:WD_2:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,354 [D] └:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,371 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,372 [D] ┌:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,372 [D] |:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,372 [D] └:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,425 [D] -:C:n:WD_1:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,441 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,441 [D] ┌:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,441 [D] └:F:n:WD_2:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,456 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,456 [D] ┌:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,456 [D] |:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,456 [D] └:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,472 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,472 [D] -:F:n:WD_1:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,489 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,489 [D] ┌:F:n:WD_2:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,489 [D] └:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,544 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,545 [D] ┌:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,545 [D] |:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,545 [D] └:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,562 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,562 [D] -:F:n:WD_1:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,581 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,581 [D] ┌:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,581 [D] └:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,598 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,598 [D] ┌:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,598 [D] |:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,598 [D] └:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,598 [D]  : : :pass:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:55,613 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,614 [D] -:F:n:WD_1:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,629 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,629 [D] ┌:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,629 [D] └:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,645 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,645 [D] ┌:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,645 [D] |:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,645 [D] └:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,694 [D] -:C:n:WD_1:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,710 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,710 [D] ┌:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,710 [D] └:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,727 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,728 [D] ┌:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,728 [D] |:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,728 [D] └:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,744 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,744 [D] -:F:n:WD_1:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,762 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,762 [D] ┌:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,762 [D] └:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,816 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,816 [D] ┌:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,816 [D] |:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,816 [D] └:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,835 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,835 [D] -:F:n:WD_1:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,849 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,850 [D] ┌:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,850 [D] └:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,863 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,864 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,864 [D] |:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,864 [D] └:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,864 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:27:55,878 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,878 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,896 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,897 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,897 [D] └:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,913 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,913 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,913 [D] |:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,913 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:55,964 [D] -:P:n:WD_1:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,965 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:55,985 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:55,985 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:56,005 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,006 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:56,006 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,022 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,022 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:56,022 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,022 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,076 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,076 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,092 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,092 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,092 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,107 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,107 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,107 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,107 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:56,122 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,122 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,139 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,139 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,139 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:56,154 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:56,155 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,155 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:56,155 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,198 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:57,215 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,215 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:57,215 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,229 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,230 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:57,230 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,230 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,245 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,246 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,259 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,260 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,260 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,281 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,282 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,282 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,282 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,303 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,303 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,320 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,320 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,320 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,335 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,335 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,336 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,336 [D] └:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,336 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:27:57,350 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,350 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,365 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,365 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,365 [D] └:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,380 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,380 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,380 [D] |:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,380 [D] └:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:57,396 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:57,397 [D] -:F:n:WD_1:mbe.c:48	(at logger.py:129) 
